old_route_id_short,via_variant,old_direction,new_direction,replace_route_id,new_route_id_short,replace_via_variant,new_via_variant
465,1,Outbound,Danvers Square via North & Margin,0,,0,
455,6,Outbound,Salem Depot via Central Square,0,,0,
217,1,Outbound,Quincy Center via North Quincy,0,,0,
40,2,Inbound,Forest Hills,0,,0,
40,2,Outbound,Georgetowne,0,,0,
91,7,Inbound,Central Square,0,,0,
91,7,Outbound,Sullivan,0,,0,
450,8,Outbound,Salem Depot,0,,0,
117,3,Outbound,Logan Airport Terminal C,0,,0,
424,5,Outbound,Eastern & Essex via Western Ave (Express),0,,0,
434,5,Inbound,Haymarket via Goodwins Circle & Western Ave (Express),0,,0,
434,5,Outbound,Peabody Square via Western Ave & Goodwins Circle (Express),0,,0,
608,_,Inbound,Haymarket via Government Center Loop,0,,0,
86,_,Inbound,Reservoir,0,,0,
97,5,Outbound,Malden,0,,0,
07,5,Inbound,Congress & Atlantic,1,7,0,
32,2,Inbound,Avenue Louis Pasteur via Forest Hills,0,,0,
136,6,Outbound,Reading Depot,0,,0,
710,2,Outbound,Meadow Glen Mall,0,,0,
710,3,Outbound,Highland & Doonan via Meadow Glen Mall,0,,0,
710,4,Inbound,Wellington,0,,0,
710,4,Outbound,Highland & Doonan,0,,0,
712,_,Inbound,Orient Heights,0,,0,
712,_,Outbound,Point Shirley,0,,0,
712,1,Inbound,Orient Heights,0,,0,
712,1,Outbound,Winthrop Beach,0,,0,
712,2,Inbound,Orient Heights,0,,0,
712,2,Outbound,Point Shirley,0,,0,
712,3,Inbound,Orient Heights,0,,0,
712,3,Outbound,Winthrop Beach,0,,0,
713,_,Inbound,Orient Heights,0,,0,
713,_,Outbound,Point Shirley,0,,0,
713,1,Inbound,Orient Heights,0,,0,
713,1,Outbound,Winthrop Beach,0,,0,
713,2,Inbound,Orient Heights,0,,0,
713,2,Outbound,Point Shirley,0,,0,
713,3,Inbound,Orient Heights,0,,0,
713,3,Outbound,Winthrop Beach,0,,0,
714,_,Inbound,Station Street Hingham,0,,0,
714,_,Outbound,Pemberton Point Hull,0,,0,
714,1,Inbound,Station Street via Hull Medical Center,0,,0,
714,1,Outbound,Pemberton Point via Hull Medical Center,0,,0,
714,2,Inbound,Station Street via Washington Boulevard,0,,0,
714,2,Outbound,Pemberton Point via Washington Boulevard,0,,0,
716,_,Inbound,Mattapan,0,,0,
716,_,Outbound,Cobbs Corner Canton,0,,0,
716,1,Inbound,Mattapan,0,,0,
716,1,Outbound,Cobbs Corner Canton,0,,0,
72,_,Inbound,Harvard,0,,0,
72,_,Outbound,Huron Ave,0,,0,
72,6,Inbound,Cambridge St & Felton St,0,,0,
72,D,Inbound,Harvard,0,,0,
72,D,Outbound,Huron Ave,0,,0,
725,_,Inbound,Harvard via Huron Ave,0,,0,
725,_,Outbound,Belmont Center via Huron Ave,0,,0,
725,D,Inbound,Harvard via Huron Ave,0,,0,
725,D,Outbound,Belmont Center via Huron Ave,0,,0,
86,8,Inbound,Harvard,0,,0,
83,1,Inbound,Central Square,0,,0,
117,8,Inbound,Haymarket via Maverick,0,,0,
195,_,Inbound,Downtown via Park St,0,,0,
36,1,Inbound,Forest Hills,0,,0,
36,1,Outbound,Millennium Park via VA Hospital,0,,0,
70,8,Inbound,University Park,0,,0,
70,8,Outbound,Waltham Center,0,,0,
701,_,Inbound,Boston Medical Center (Limited Stops),0,,0,
701,_,Outbound,Central Square (Limited Stops),0,,0,
70,6,Inbound,University Park,0,,0,
70,6,Outbound,Market Place Dr,0,,0,
70,7,Inbound,Central Square,0,,0,
70,7,Outbound,Market Place Dr,0,,0,
325,3,Outbound,Redstone via Medford (Express),0,,0,
325,3,Inbound,Haymarket (Express),0,,0,
73,4,Inbound,Harvard,0,,0,
230,4,Inbound,Braintree,0,,0,
230,4,Outbound,Montello,0,,0,
238,3,Inbound,Quincy Center,0,,0,
429,5,Outbound,Kings Lynn,0,,0,
435,2,Outbound,Peabody Square via Pine Hill,0,,0,
435,6,Inbound,Neptune Towers via Central Square,0,,0,
435,6,Outbound,Liberty Tree Mall via North Shore Mall,0,,0,
436,3,Inbound,Neptune Towers via Central Square,0,,0,
436,3,Outbound,Goodwins Circle,0,,0,
221,5,Outbound,Fort Point via Des Moines Rd,0,,0,
221,5,Inbound,Quincy Center via Des Moines Rd,0,,0,
803_,_,East,Park Street,1,Green-B,1,4
803_,_,West,Blandford Street,1,Green-B,1,4
803_,w,West,Blandford Street,1,Green-B,1,4
803t,_,East,Park Street,1,Green-B,1,4
803t,_,West,Blandford Street,1,Green-B,1,4
803t,w,West,Blandford Street,1,Green-B,1,4
810_,_,East,Lechmere,1,Green-B,1,0
810_,_,West,Boston College,1,Green-B,1,0
811_,_,East,North Station,1,Green-B,1,1
811_,_,West,Boston College,1,Green-B,1,1
812_,_,East,Government Center,1,Green-B,1,2
812_,_,West,Boston College,1,Green-B,1,2
813_,_,East,Park Street,1,Green-B,1,3
813_,_,West,Boston College,1,Green-B,1,3
813_,w,West,Boston College,1,Green-B,1,3
822_,_,East,Government Center,1,Green-B,1,5
822_,_,West,Chestnut Hill Ave,1,Green-B,1,5
823_,_,East,Park Street,1,Green-B,1,6
830_,_,East,Lechmere,1,Green-C,1,0
830_,_,West,Cleveland Circle,1,Green-C,1,0
831_,_,East,North Station,1,Green-C,1,1
831_,_,West,Cleveland Circle,1,Green-C,1,1
833_,_,East,Park Street,1,Green-C,1,3
833_,_,West,Cleveland Circle,1,Green-C,1,3
833_,w,West,Cleveland Circle,1,Green-C,1,3
833t,_,East,Park Street,1,Green-C,1,3
833t,_,West,Cleveland Circle,1,Green-C,1,3
833t,w,West,Cleveland Circle,1,Green-C,1,3
840_,_,East,Lechmere,1,Green-D,1,4
840_,_,West,Reservoir,1,Green-D,1,4
840_,4,East,Lechmere,1,Green-D,0,
840_,4,West,Reservoir,1,Green-D,0,
841_,_,East,North Station,1,Green-D,1,3
841_,_,West,Reservoir,1,Green-D,1,3
841_,4,East,North Station,1,Green-D,1,3
841_,4,West,Reservoir,1,Green-D,1,3
842_,_,East,Government Center,1,Green-D,1,5
842_,_,West,Reservoir,1,Green-D,1,5
842_,4,West,Reservoir,1,Green-D,1,5
850_,_,East,Lechmere,1,Green-D,1,0
850_,_,West,Riverside,1,Green-D,1,0
850_,5,East,Lechmere,1,Green-D,1,0
850_,5,West,Riverside,1,Green-D,1,0
851_,_,East,North Station,1,Green-D,1,1
851_,_,West,Riverside,1,Green-D,1,1
851_,5,East,North Station,1,Green-D,1,1
851_,5,West,Riverside,1,Green-D,1,1
852_,_,East,Government Center,1,Green-D,1,2
852_,_,West,Riverside,1,Green-D,1,2
852_,w,West,Riverside,1,Green-D,1,2
858_,_,East,Government Center,1,Green-D,1,6
858_,_,West,Riverside,1,Green-D,1,6
858t,_,East,Government Center,1,Green-D,1,6
858t,_,West,Riverside,1,Green-D,1,6
870_,_,East,Lechmere,1,Green-E,1,7
870_,_,West,Brigham Circle,1,Green-E,1,7
870_,7,East,Lechmere,1,Green-E,0,
870_,7,West,Brigham Circle,1,Green-E,0,
872_,_,East,Government Center,1,Green-E,1,9
872_,_,West,Brigham Circle,1,Green-E,1,9
872_,7,East,Government Center,1,Green-E,1,9
872_,7,West,Brigham Circle,1,Green-E,1,9
880_,_,East,Lechmere,1,Green-E,1,0
880_,8,East,Lechmere,1,Green-E,1,0
880_,_,West,Heath Street,1,Green-E,1,0
880_,8,West,Heath Street,1,Green-E,1,0
881_,_,East,North Station,1,Green-E,1,1
881_,_,West,Heath Street,1,Green-E,1,1
881_,8,East,North Station,1,Green-E,1,1
881_,8,West,Heath Street,1,Green-E,1,1
882_,_,East,Government Center,1,Green-E,1,2
882_,_,West,Heath Street,1,Green-E,1,2
882_,8,East,Government Center,1,Green-E,1,2
882_,8,West,Heath Street,1,Green-E,1,2
882_,w,West,Heath Street,1,Green-E,1,2
899_,_,East,Ashmont,1,Mattapan,0,
899_,_,West,Mattapan,1,Mattapan,0,
903_,_,North,Oak Grove,1,Orange,1,3
903_,_,South,Forest Hills,1,Orange,1,3
903_,n,North,Oak Grove,1,Orange,1,3
903_n,_,North,Oak Grove,1,Orange,1,3
904_,_,North,Sullivan,1,Orange,1,4
904_,_,South,Forest Hills,1,Orange,1,4
913_,_,North,Wellington,1,Orange,1,5
913_,_,South,Forest Hills,1,Orange,1,5
931_,_,North,Alewife,1,Red,1,1
931_,_,South,Ashmont,1,Red,1,1
931_,1,North,Alewife,1,Red,1,1
931_,1,South,Ashmont,1,Red,1,1
933_,_,North,Alewife,1,Red,1,3
933_,_,South,Braintree,1,Red,1,3
933_,3,North,Alewife,1,Red,1,3
933_,3,South,Braintree,1,Red,1,3
934_,_,North,Alewife,1,Red,1,4
934_,4,North,Alewife,1,Red,1,4
946_,_,East,Wonderland,1,Blue,1,6
946_,_,West,Bowdoin,1,Blue,1,6
9462,_,East,Wonderland,1,Blue,1,6
9462,_,West,Bowdoin,1,Blue,1,6
948_,_,East,Orient Heights,1,Blue,1,8
948_,_,West,Bowdoin,1,Blue,1,8
9482,_,East,Orient Heights,1,Blue,1,8
9482,_,West,Bowdoin,1,Blue,1,8
